Unnamed: 0,brand,model_name,screen_size,ram,rom,cams,sim_type,battary,current_price,previous_price,sale_percentage,product_rating,seller_name,seller_score,seller_followers,Reviews
894,,,,,,,,,,,,,,,,
895,Samsung,Galaxy A03 Core Dual Sim Phone ,,,,8MP + 5MP,Dual,0.0,77.0,1156.0,0,0.0,Tech  kenya,54%,9,No reviews
896,Tecno,Spark 10 Pro ,6.8,16.0,256.0,50MP + 32MP,Dual,5000.0,127.0,2372.0,20%,0.0,VANTON TECH,60%,150,No reviews
897,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,
902,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,63.0,1360.0,31%,4.0,Little Angels,40%,1014,[ (5 out of 5) jumia ]
903,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,
906,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,
908,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,130.0,2720.0,28%,0.0,SmartNets Enterprises,74%,249,No reviews
909,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,
915,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,
918,Samsung,Galaxy Note20 Ultra 5G ,6.9,12.0,128.0,108MP + 12MP + 12MP + 10MP,Dual,0.0,387.0,7344.0,21%,0.0,Smart Products Kenya,86%,14,No reviews
919,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,
921,Oppo,A58 IPS LCD DISPLAY ,,8.0,128.0,50MP,Dual,0.0,130.0,2720.0,28%,0.0,SmartNets Enterprises,74%,249,No reviews
922,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,
925,Samsung,Galaxy A04 ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,77.0,1700.0,32%,3.5,CELLINY COLLECTIONS,74%,967,"[ (4 out of 5) Good ], [ (2 out of 5) Always need to reboot when turned on ], [ (3 out of 5) I like it ]"
926,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,
928,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,85.0,1360.0,7%,0.0,Minestar,86%,1002,No reviews
929,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,
933,,,,,,,,,,,,,,,,
934,Tecno,Spark 10C Display ,6.6,4.0,128.0,,Dual,0.0,78.0,1292.0,9%,5.0,NGALA STORE,94%,123,No reviews
935,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,97.0,1904.0,23%,5.0,Superfly,74%,284,No reviews
936,,,,,,,,,,,,,,,,
937,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,59.0,1156.0,24%,3.5,Superfly,74%,284,No reviews
938,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,
947,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,122.0,2040.0,10%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
948,,,,,,,,,,,,,,,,
949,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,97.0,1738.0,16%,4.6,Minestar,86%,1002,[ (5 out of 5) its a good phone ]
950,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,
955,Tecno,Spark 10 Pro ,6.8,24.0,128.0,50MP + 32MP,Dual,0.0,107.0,2040.0,21%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
956,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,
958,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,63.0,1156.0,18%,0.0,SmartNets Enterprises,74%,249,No reviews
959,,,,,,,,,,,,,,,,
960,Tecno,Pop 7 Pro Display ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,69.0,1360.0,24%,0.0,Kingsly,74%,287,No reviews
961,Oppo,Reno 8 4G ,6.43,8.0,256.0,2MP + 32MP,Dual,4500.0,271.0,5440.0,25%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
962,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,99.0,2244.0,34%,0.0,Minestar,86%,1002,No reviews
963,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,
969,Tecno,T402 3 SIM FM Radio Button Phone Long Lasting Battery KABAMBE PHONE ,,,,0.3MP,3,0.0,17.0,258.0,0,0.0,MODERN KENYA,86%,318,No reviews
970,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,
974,Tecno,Spark 8P ,6.6,4.0,128.0,,Dual,5000.0,80.0,1360.0,11%,0.0,NGALA STORE,94%,123,No reviews
975,Infinix,HOT 12 Display ,6.82,4.0,128.0,13MP + 8MP,Dual,5000.0,97.0,1836.0,20%,3.5,Kingsly,74%,287,No reviews
976,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,
979,Tecno,Pop 7 Pro Disp ,6.56,3.0,64.0,13MP + 5MP,Dual,5000.0,69.0,1224.0,16%,0.0,Kingsly,74%,287,No reviews
980,,,,,,,,,,,,,,,,
981,Tecno,CAMON 20 Pro 4G Mr Doodle Edition Night ,6.67,16.0,256.0,32MP + 64MP,Dual,5000.0,163.0,3060.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
982,XIAOMI,REDMI A2 PLUS ,6.52,2.0,32.0,8MP + 5MP,Dual,0.0,62.0,1224.0,23%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
983,Vivo,Y17s ,6.56,6.0,128.0,,Dual,5000.0,92.0,2040.0,32%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
984,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,
986,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,0.0,296.0,4760.0,6%,0.0,NGALA STORE,94%,123,No reviews
987,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,
989,Infinix,Smart 7 HD ,6.6,2.0,64.0,8MP + 5MP,Dual,5000.0,61.0,1360.0,32%,5.0,Little Angels,40%,1014,No reviews
990,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,
992,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,61.0,1156.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
993,,,,,,,,,,,,,,,,
994,Samsung,Galaxy A14 ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP + 13MP,Dual,5000.0,89.0,2448.0,45%,0.0,Minestar,86%,1002,No reviews
995,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,
1001,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,85.0,1700.0,24%,0.0,Superfly,74%,284,No reviews
1002,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,
1008,Samsung,Galaxy Z Flip5 ,6.7,8.0,256.0,12MP + 12MP + 10MP,Dual,3700.0,723.0,10880.0,0,0.0,CELLTIC CORNER,100%,592,No reviews
1009,Oppo,A58 ,,8.0,128.0,,Dual,5000.0,130.0,2380.0,18%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1010,,,,,,,,,,,,,,,,
1011,Samsung,Galaxy S10e ,5.8,6.0,128.0,,Single,0.0,118.0,2924.0,40%,5.0,LZK mall,60%,25,No reviews
1012,,,,,,,,,,,,,,,,
1013,Samsung,Galaxy A53 5G ,6.5,,,64MP + 12MP + 5MP + 5MP + 32MP,Dual,5000.0,285.0,4760.0,10%,2.0,Little Angels,40%,1014,[ (2 out of 5) charger ]
1014,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,
1016,Tecno,Spark 10 Pro ,6.8,8.0,256.0,,Dual,5000.0,125.0,2516.0,25%,0.0,Trademax,98%,5,No reviews
1017,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,94.0,1738.0,19%,0.0,Minestar,86%,1002,No reviews
1018,,,,,,,,,,,,,,,,
1019,Tecno,Pop 6 ,6.1,2.0,32.0,5MP + 5MP,Dual,5000.0,58.0,898.0,3%,0.0,Little Angels,40%,1014,No reviews
1020,,,,,,,,,,,,,,,,
1021,Samsung,Galaxy A24 4G ,6.5,4.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,145.0,2720.0,20%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1022,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,95.0,1904.0,25%,0.0,SmartNets Enterprises,74%,249,No reviews
1023,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,
1025,Oppo,Reno 10 Pro 5G ,6.7,12.0,256.0,,Dual,4600.0,298.0,5440.0,18%,0.0,Amira Store,100%,219,No reviews
1026,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,
1031,Samsung,Galaxy A03 Core ,6.5,,,8MP + 5MP,Dual,5000.0,86.0,1292.0,0,0.0,MNI NabŘi Dealers,60%,17,No reviews
1032,Samsung,Galaxy M33 5G ,6.6,6.0,128.0,50MP + 5MP + 2MP + 2MP + 8MP,Dual,6000.0,163.0,2720.0,10%,0.0,NOVA PHONES,80%,1277,No reviews
1033,,,,,,,,,,,,,,,,
1034,Oppo,A18 ,6.56,,,8MP + 2MP + 5MP,Dual,0.0,89.0,1496.0,10%,0.0,Amira Store,100%,219,No reviews
1035,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,
1037,Infinix,NOTE 30 VIP ,6.67,8.0,256.0,109MP + 2MP,Dual,0.0,224.0,3400.0,1%,0.0,SmartNets Enterprises,74%,249,No reviews
1038,,,,,,,,,,,,,,,,
1039,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,98.0,1904.0,23%,0.0,SmartNets Enterprises,74%,249,No reviews
1040,Vivo,Y36 ,6.64,8.0,128.0,50MP + 2MP + 16MP,Dual,5000.0,138.0,2720.0,24%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1041,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,
1044,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,37.0,748.0,25%,0.0,Minestar,86%,1002,No reviews
1045,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,90.0,1374.0,1%,0.0,t markets,98%,3,No reviews
1046,XIAOMI,Redmi A2 Plus ,6.52,3.0,64.0,,Dual,5000.0,61.0,1224.0,24%,0.0,NGALA STORE,94%,123,No reviews
1047,,,,,,,,,,,,,,,,
1048,,,,,,,,,,,,,,,,
1049,Realme,C33 ,6.5,,,50MP + 5MP,Dual,5000.0,93.0,1700.0,18%,0.0,Superfly,74%,284,No reviews
1050,,,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,
1052,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,128.0,2720.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
1053,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,
1055,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,90.0,1360.0,1%,0.0,Superfly,74%,284,No reviews
1056,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,
1058,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,
1060,Oppo,A78 4G ,6.43,8.0,256.0,50MP + 8MP,Dual,5000.0,158.0,3400.0,30%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1061,,,,,,,,,,,,,,,,
1062,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,93.0,2040.0,31%,0.0,SmartNets Enterprises,74%,249,No reviews
1063,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,
1067,,,,,,,,,,,,,,,,
1068,XIAOMI,Redmi A2 ,6.52,2.0,32.0,8MP + 5MP,Dual,5000.0,60.0,1224.0,26%,0.0,MNI NabŘi Dealers,60%,17,No reviews
1069,,,,,,,,,,,,,,,,
1070,,,,,,,,,,,,,,,,
1071,Samsung,Galaxy F23 5G ,6.6,6.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,142.0,2380.0,10%,4.0,Superfly,74%,284,[ (4 out of 5) latest mobile ]
1072,,,,,,,,,,,,,,,,
1073,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,
1075,,,,,,,,,,,,,,,,
1076,,,,,,,,,,,,,,,,
1077,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,94.0,1738.0,19%,5.0,Minestar,86%,1002,No reviews
1078,,,,,,,,,,,,,,,,
1079,,,,,,,,,,,,,,,,
1080,,,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,
1084,,,,,,,,,,,,,,,,
1085,,,,,,,,,,,,,,,,
1086,Tecno,Spark 10 Pro ,6.8,8.0,128.0,50MP + 2MP + 32MP,Dual,5000.0,106.0,1904.0,16%,4.0,Superfly,74%,284,No reviews
1087,,,,,,,,,,,,,,,,
1088,,,,,,,,,,,,,,,,
1089,Realme,C33 ,6.5,4.0,128.0,50MP + 5MP,Dual,5000.0,95.0,1738.0,18%,0.0,Minestar,86%,1002,No reviews
1090,,,,,,,,,,,,,,,,
1091,Oppo,A78 4G ,6.43,8.0,256.0,,Dual,5000.0,151.0,2720.0,16%,0.0,NGALA STORE,94%,123,No reviews
1092,Tecno,Spark 10C ,6.6,8.0,128.0,16MP + 2MP,Dual,5000.0,80.0,2040.0,41%,0.0,Minestar,86%,1002,No reviews
1093,,,,,,,,,,,,,,,,
1094,Tecno,Spark 10 Pro ,6.8,8.0,256.0,50MP + 32MP,Dual,5000.0,128.0,2856.0,33%,5.0,Kingsly,74%,287,[ (5 out of 5) storage ]
1095,,,,,,,,,,,,,,,,
1096,,,,,,,,,,,,,,,,
1097,,,,,,,,,,,,,,,,
1098,Oppo,A58 ,6.72,6.0,128.0,50MP + 2MP + 8MP,Dual,5000.0,116.0,2720.0,36%,0.0,Minestar,86%,1002,No reviews
1099,XIAOMI,Redmi Note 12 ,6.67,8.0,128.0,50MP + 8MP + 2MP,Dual,0.0,144.0,2720.0,21%,4.0,SmartNets Enterprises,74%,249,No reviews
1100,,,,,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,,,,
1103,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,61.0,1156.0,21%,0.0,SmartNets Enterprises,74%,249,No reviews
1104,,,,,,,,,,,,,,,,
1105,Tecno,Spark 10 Pro ,6.8,16.0,128.0,,Dual,0.0,104.0,1700.0,8%,0.0,NGALA STORE,94%,123,No reviews
1106,,,,,,,,,,,,,,,,
1107,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,
1109,,,,,,,,,,,,,,,,
1110,Tecno,Spark 10 Pro ,6.8,16.0,128.0,,Dual,0.0,104.0,1700.0,8%,0.0,NGALA STORE,94%,123,No reviews
1111,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,
1113,,,,,,,,,,,,,,,,
1114,,,,,,,,,,,,,,,,
1115,,,,,,,,,,,,,,,,
1116,Samsung,Galaxy F04 ,6.5,4.0,64.0,13MP + 2MP + 5MP,Dual,5000.0,77.0,2040.0,43%,0.0,KM KENYA ELECTRONICS,80%,1467,No reviews
1117,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,
1119,,,,,,,,,,,,,,,,
1120,,,,,,,,,,,,,,,,
1121,,,,,,,,,,,,,,,,
1122,,,,,,,,,,,,,,,,
1123,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,37.0,748.0,25%,0.0,Minestar,86%,1002,No reviews
1124,Vivo,Y17s ,6.56,6.0,128.0,,Dual,5000.0,88.0,1836.0,28%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1125,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,197.0,3400.0,13%,0.0,Amira Store,100%,219,No reviews
1126,XIAOMI,Redmi A2 Plus ,6.52,3.0,64.0,,Dual,5000.0,61.0,1224.0,24%,0.0,NGALA STORE,94%,123,No reviews
1127,,,,,,,,,,,,,,,,
1128,,,,,,,,,,,,,,,,
1129,,,,,,,,,,,,,,,,
1130,Oppo,A98 5G ,6.72,8.0,256.0,64MP + 2MP + 2MP + 32MP,Dual,5000.0,203.0,4352.0,30%,0.0,Minestar,86%,1002,No reviews
1131,Tecno,CAMON 20 ,6.67,8.0,256.0,32MP + 64MP + 2MP,Dual,5000.0,128.0,2720.0,29%,0.0,SmartNets Enterprises,74%,249,No reviews
1132,XIAOMI,Redmi 10A ,6.53,4.0,128.0,13MP + 5MP,Dual,5000.0,90.0,1360.0,1%,0.0,Superfly,74%,284,No reviews
1133,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,,,,,
1135,XIAOMI,Redmi A2 Plus ,6.52,2.0,32.0,,Dual,5000.0,59.0,1292.0,32%,0.0,Minestar,86%,1002,No reviews
1136,,,,,,,,,,,,,,,,
1137,,,,,,,,,,,,,,,,
1138,Samsung,Galaxy A03 Core ,6.5,,,,Dual,5000.0,59.0,952.0,7%,2.0,Amira Store,100%,219,No reviews
1139,,,,,,,,,,,,,,,,
1140,Infinix,Smart 7 HD ,6.6,2.0,64.0,,Dual,5000.0,56.0,1020.0,18%,0.0,Amira Store,100%,219,No reviews
1141,,,,,,,,,,,,,,,,
1142,Oppo,A18 ,6.56,4.0,128.0,8MP + 2MP + 5MP,Dual,5000.0,90.0,1700.0,20%,0.0,Kingsly,74%,287,No reviews
1143,,,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,,,,,
1146,,,,,,,,,,,,,,,,
1147,Tecno,Spark 10C ,6.6,4.0,128.0,16MP + 2MP,Dual,5000.0,79.0,1700.0,30%,0.0,Marcus shop,94%,15,No reviews
1148,Tecno,Spark 10c ,6.6,12.0,128.0,16MP + 8MP,Dual,5000.0,76.0,2040.0,44%,5.0,KM KENYA ELECTRONICS,80%,1467,No reviews
1149,Samsung,Galaxy A03 Dual SIM ,,3.0,32.0,48MP + 2MP + 5MP,Dual,,78.0,1360.0,14%,0.0,Laptop Clinic,34%,70,No reviews
1150,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,
1152,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,61.0,1360.0,32%,3.7,Little Angels,40%,1014,[ (5 out of 5) I like it ]
1153,,,,,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,
1155,,,,,,,,,,,,,,,,
1156,,,,,,,,,,,,,,,,
1157,,,,,,,,,,,,,,,,
1158,,,,,,,,,,,,,,,,
1159,Oppo,A17k ,6.56,3.0,64.0,,Dual,0.0,75.0,1292.0,13%,5.0,NGALA STORE,94%,123,No reviews
1160,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,
1163,Nokia,C32 ,6.5,11.0,64.0,50MP + 2MP + 8MP,Dual,0.0,83.0,1360.0,9%,0.0,Minestar,86%,1002,No reviews
1164,Nokia,C1 2nd Edition ,5.45,1.0,16.0,5MP + 5MP,Dual,0.0,39.0,816.0,28%,0.0,Superfly,74%,284,No reviews
1165,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,88.0,1700.0,22%,3.0,CELLINY COLLECTIONS,74%,967,No reviews
1166,,,,,,,,,,,,,,,,
1167,,,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,
1169,Realme,C30s ,6.5,3.0,64.0,,Dual,5000.0,61.0,986.0,8%,0.0,Minestar,86%,1002,No reviews
1170,Tecno,Pop 7 ,6.6,,,8MP + 5MP,Dual,0.0,54.0,1360.0,40%,4.0,Amira Store,100%,219,No reviews
1171,Samsung,Galaxy A23 5G ,6.6,4.0,64.0,50MP + 5MP + 2MP + 2MP,Single,,129.0,2057.0,6%,0.0,Mobile phones geek,60%,Be,No reviews
1172,,,,,,,,,,,,,,,,
1173,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,
1175,Realme,C55 ,6.72,8.0,256.0,64MP,Dual,5000.0,121.0,2418.0,25%,5.0,Minestar,86%,1002,No reviews
1176,,,,,,,,,,,,,,,,
1177,Samsung,Galaxy S10 Plus Renewed ,6.4,8.0,128.0,76MP + 12MP + 12MP + 16MP + 10MP + 8MP,Single,4100.0,181.0,2720.0,0,0.0,Badili Phones,66%,110,No reviews
1178,Oppo,F11 Renewed ,6.5,6.0,64.0,72MP + 48MP + 5MP + 16MP,Dual,4020.0,77.0,1156.0,0,0.0,Badili Phones,66%,110,No reviews
1179,,,,,,,,,,,,,,,,
1180,,,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,,,
1182,,,,,,,,,,,,,,,,
1183,,,,,,,,,,,,,,,,
1184,,,,,,,,,,,,,,,,
1185,,,,,,,,,,,,,,,,
1186,XIAOMI,Redmi 12 ,6.79,4.0,128.0,50MP + 8MP + 2MP + 8MP,Dual,5000.0,99.0,2040.0,27%,0.0,SmartNets Enterprises,74%,249,No reviews
1187,Tecno,Spark 10 ,6.6,16.0,128.0,50MP + 8MP + 50MP,Dual,5000.0,90.0,1768.0,23%,0.0,Minestar,86%,1002,No reviews
1188,Samsung,Galaxy A04s ,6.5,4.0,64.0,50MP + 2MP + 2MP + 5MP,Dual,5000.0,99.0,1836.0,19%,0.0,Minestar,86%,1002,No reviews
1189,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,135.0,3808.0,47%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1190,,,,,,,,,,,,,,,,
1191,XIAOMI,Redmi A2 ,6.52,3.0,64.0,8MP + 5MP,Dual,5000.0,69.0,1292.0,20%,0.0,SmartNets Enterprises,74%,249,No reviews
1192,,,,,,,,,,,,,,,,
1193,,,,,,,,,,,,,,,,
1194,Tecno,Spark 9PRO ,6.6,4.0,128.0,50MP + 32MP,Dual,5000.0,90.0,2380.0,43%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1195,Samsung,Galaxy A04e ,6.5,3.0,32.0,13MP + 2MP + 5MP,Dual,0.0,65.0,1360.0,29%,0.0,Minestar,86%,1002,No reviews
1196,,,,,,,,,,,,,,,,
1197,Infinix,NOTE 30 ,6.66,8.0,256.0,64MP + 2MP,Dual,0.0,140.0,3400.0,38%,0.0,SmartNets Enterprises,74%,249,No reviews
1198,,,,,,,,,,,,,,,,
1199,,,,,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,
1201,,,,,,,,,,,,,,,,
1202,,,,,,,,,,,,,,,,
1203,,,,,,,,,,,,,,,,
1204,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,
1206,Samsung,Galaxy A24 4G ,6.5,6.0,128.0,50MP + 5MP + 2MP + 13MP,Dual,5000.0,158.0,3060.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1207,,,,,,,,,,,,,,,,
1208,,,,,,,,,,,,,,,,
1209,,,,,,,,,,,,,,,,
1210,,,,,,,,,,,,,,,,
1211,,,,,,,,,,,,,,,,
1212,,,,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,
1215,,,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,,,
1217,,,,,,,,,,,,,,,,
1218,Oppo,A57 6 56 ,,4.0,64.0,,Dual,5000.0,102.0,1964.0,22%,0.0,Minestar,86%,1002,No reviews
1219,,,,,,,,,,,,,,,,
1220,,,,,,,,,,,,,,,,
1221,,,,,,,,,,,,,,,,
1222,,,,,,,,,,,,,,,,
1223,Samsung,Galaxy A03 Core ,6.5,2.0,32.0,8MP + 5MP,Dual,5000.0,70.0,1360.0,23%,4.0,KM KENYA ELECTRONICS,80%,1467,"[ (2 out of 5) Network poor. I hate it ], [ (5 out of 5) Good one ], [ (5 out of 5) Love it! ], [ (3 out of 5) I like it ]"
1224,,,,,,,,,,,,,,,,
1225,Nokia,C12 ,6.3,2.0,64.0,8MP + 5MP,Dual,3000.0,62.0,952.0,2%,0.0,Superfly,74%,284,No reviews
1226,,,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,
1230,,,,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,
1232,,,,,,,,,,,,,,,,
1233,,,,,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,
1235,,,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,
1239,,,,,,,,,,,,,,,,
1240,,,,,,,,,,,,,,,,
1241,,,,,,,,,,,,,,,,
1242,Infinix,Hot 30 Play ,6.82,8.0,128.0,16MP + 8MP,Dual,6000.0,88.0,1700.0,22%,0.0,CELLINY COLLECTIONS,74%,967,No reviews
1243,Oppo,A17 ,6.56,4.0,64.0,13MP + 5MP,Dual,5000.0,94.0,1496.0,5%,0.0,Superfly,74%,284,No reviews
1244,,,,,,,,,,,,,,,,
1245,,,,,,,,,,,,,,,,
1246,Tecno,T301 Dual Sim Wireless FM Bluetooth Torch Memory Card Slot Gold ,,,,0.8MP,Dual,0.0,9.0,170.0,20%,3.0,wiz,26%,25,[ (1 out of 5) techno t301 ]
1247,,,,,,,,,,,,,,,,
1248,Oppo,A15s Renewed ,6.52,4.0,64.0,13MP + 2MP + 2MP + 8MP,Dual,4230.0,79.0,1360.0,13%,0.0,Badili Phones,66%,110,No reviews
1249,,,,,,,,,,,,,,,,
1250,,,,,,,,,,,,,,,,
1251,,,,,,,,,,,,,,,,
1252,,,,,,,,,,,,,,,,
1253,,,,,,,,,,,,,,,,
